 196 100 
 -4.000000e-001 0.000000e+000 
 -4.000000e-001 9.485000e-004 
 -4.000000e-001 1.934940e-003 
 -4.000000e-001 2.960840e-003 
 -4.000000e-001 4.027770e-003 
 -4.000000e-001 5.137380e-003 
 -4.000000e-001 6.291380e-003 
 -4.000000e-001 7.491530e-003 
 -4.000000e-001 8.739700e-003 
 -4.000000e-001 1.003780e-002 
 -4.000000e-001 1.138780e-002 
 -4.000000e-001 1.279180e-002 
 -4.000000e-001 1.425200e-002 
 -4.000000e-001 1.577060e-002 
 -4.000000e-001 1.734990e-002 
 -4.000000e-001 1.899240e-002 
 -4.000000e-001 2.070060e-002 
 -4.000000e-001 2.247710e-002 
 -4.000000e-001 2.432470e-002 
 -4.000000e-001 2.624620e-002 
 -4.000000e-001 2.824450e-002 
 -4.000000e-001 3.032280e-002 
 -4.000000e-001 3.248420e-002 
 -4.000000e-001 3.473210e-002 
 -4.000000e-001 3.706990e-002 
 -4.000000e-001 3.950120e-002 
 -4.000000e-001 4.202970e-002 
 -4.000000e-001 4.465940e-002 
 -4.000000e-001 4.739430e-002 
 -4.000000e-001 5.023850e-002 
 -4.000000e-001 5.319660e-002 
 -4.000000e-001 5.627290e-002 
 -4.000000e-001 5.947240e-002 
 -4.000000e-001 6.279980e-002 
 -4.000000e-001 6.626020e-002 
 -4.000000e-001 6.985920e-002 
 -4.000000e-001 7.360200e-002 
 -4.000000e-001 7.749460e-002 
 -4.000000e-001 8.154290e-002 
 -4.000000e-001 8.575310e-002 
 -4.000000e-001 9.013170e-002 
 -4.000000e-001 9.468550e-002 
 -4.000000e-001 9.942140e-002 
 -4.000000e-001 1.043470e-001 
 -4.000000e-001 1.094690e-001 
 -4.000000e-001 1.147960e-001 
 -4.000000e-001 1.203370e-001 
 -4.000000e-001 1.260990e-001 
 -4.000000e-001 1.320910e-001 
 -4.000000e-001 1.383230e-001 
 -4.000000e-001 1.448050e-001 
 -4.000000e-001 1.515450e-001 
 -4.000000e-001 1.585560e-001 
 -4.000000e-001 1.658460e-001 
 -4.000000e-001 1.734290e-001 
 -4.000000e-001 1.813150e-001 
 -4.000000e-001 1.895160e-001 
 -4.000000e-001 1.980450e-001 
 -4.000000e-001 2.069150e-001 
 -4.000000e-001 2.161400e-001 
 -4.000000e-001 2.257340e-001 
 -4.000000e-001 2.357120e-001 
 -4.000000e-001 2.460890e-001 
 -4.000000e-001 2.568810e-001 
 -4.000000e-001 2.681050e-001 
 -4.000000e-001 2.797780e-001 
 -4.000000e-001 2.919170e-001 
 -4.000000e-001 3.045420e-001 
 -4.000000e-001 3.176730e-001 
 -4.000000e-001 3.313280e-001 
 -4.000000e-001 3.455300e-001 
 -4.000000e-001 3.602990e-001 
 -4.000000e-001 3.756600e-001 
 -4.000000e-001 3.916350e-001 
 -4.000000e-001 4.082490e-001 
 -4.000000e-001 4.255270e-001 
 -4.000000e-001 4.434970e-001 
 -4.000000e-001 4.621850e-001 
 -4.000000e-001 4.816210e-001 
 -4.000000e-001 5.018340e-001 
 -4.000000e-001 5.228560e-001 
 -4.000000e-001 5.447190e-001 
 -4.000000e-001 5.674560e-001 
 -4.000000e-001 5.911030e-001 
 -4.000000e-001 6.156950e-001 
 -4.000000e-001 6.412720e-001 
 -4.000000e-001 6.678710e-001 
 -4.000000e-001 6.955340e-001 
 -4.000000e-001 7.243040e-001 
 -4.000000e-001 7.542250e-001 
 -4.000000e-001 7.853420e-001 
 -4.000000e-001 8.177050e-001 
 -4.000000e-001 8.513610e-001 
 -4.000000e-001 8.863640e-001 
 -4.000000e-001 9.227670e-001 
 -4.000000e-001 9.606260e-001 
 -4.000000e-001 1.000000e+000 
 -3.875000e-001 0.000000e+000 
 -3.875000e-001 9.485000e-004 
 -3.875000e-001 1.934940e-003 
 -3.875000e-001 2.960840e-003 
 -3.875000e-001 4.027770e-003 
 -3.875000e-001 5.137380e-003 
 -3.875000e-001 6.291380e-003 
 -3.875000e-001 7.491530e-003 
 -3.875000e-001 8.739700e-003 
 -3.875000e-001 1.003780e-002 
 -3.875000e-001 1.138780e-002 
 -3.875000e-001 1.279180e-002 
 -3.875000e-001 1.425200e-002 
 -3.875000e-001 1.577060e-002 
 -3.875000e-001 1.734990e-002 
 -3.875000e-001 1.899240e-002 
 -3.875000e-001 2.070060e-002 
 -3.875000e-001 2.247710e-002 
 -3.875000e-001 2.432470e-002 
 -3.875000e-001 2.624620e-002 
